State,District,Year,Season,Crop,Area,Production,Yield
Tamil Nadu,KANCHIPURAM,2013,Kharif,Bajra,44.0,100.0,2.272727272727273
Tamil Nadu,KANCHIPURAM,2013,Whole Year,Banana,223.0,9262.0,41.53363228699551
Tamil Nadu,KANCHIPURAM,2013,Kharif,Cotton(lint),1.0,3.0,3.0
Tamil Nadu,KANCHIPURAM,2013,Kharif,Groundnut,3538.0,8994.0,2.542114188807236
Tamil Nadu,KANCHIPURAM,2013,Rabi,Groundnut,8982.0,38030.0,4.234023602761078
Tamil Nadu,KANCHIPURAM,2013,Rabi,Maize,4.0,20.0,5.0
Tamil Nadu,KANCHIPURAM,2013,Kharif,Maize,25.0,163.0,6.52
Tamil Nadu,KANCHIPURAM,2013,Kharif,Ragi,213.0,583.0,2.7370892018779345
Tamil Nadu,KANCHIPURAM,2013,Rabi,Ragi,294.0,1166.0,3.9659863945578233
Tamil Nadu,KANCHIPURAM,2013,Kharif,Rice,85564.0,391837.0,4.579460988266093
Tamil Nadu,KANCHIPURAM,2013,Whole Year,Sugarcane,1731.0,179286.0,103.5736568457539
Tamil Nadu,KANCHIPURAM,2014,Rabi,Bajra,6.0,1900.0,316.66666666666663
Tamil Nadu,KANCHIPURAM,2014,Kharif,Bajra,15.0,4500.0,300.0
Tamil Nadu,KANCHIPURAM,2014,Whole Year,Banana,196.0,797800.0,4070.4081632653065
Tamil Nadu,KANCHIPURAM,2014,Kharif,Cotton(lint),7.0,2200.0,314.2857142857143
Tamil Nadu,KANCHIPURAM,2014,Kharif,Groundnut,1995.0,602300.0,301.9047619047619
Tamil Nadu,KANCHIPURAM,2014,Rabi,Groundnut,8915.0,3390900.0,380.3589455973079
Tamil Nadu,KANCHIPURAM,2014,Rabi,Maize,3.0,2200.0,733.3333333333333
Tamil Nadu,KANCHIPURAM,2014,Kharif,Ragi,73.0,21900.0,300.0
Tamil Nadu,KANCHIPURAM,2014,Rabi,Ragi,142.0,59600.0,419.7183098591549
Tamil Nadu,KANCHIPURAM,2014,Kharif,Rice,61881.0,28990400.0,468.4862881983161
Tamil Nadu,KANCHIPURAM,2014,Whole Year,Sugarcane,1846.0,19713400.0,10678.981581798484
Tamil Nadu,KANCHIPURAM,2015,Kharif,Bajra,1.0,300.0,300.0
Tamil Nadu,KANCHIPURAM,2015,Rabi,Bajra,3.0,700.0,233.3333333333333
Tamil Nadu,KANCHIPURAM,2015,Whole Year,Banana,339.0,1299000.0,3831.8584070796464
Tamil Nadu,KANCHIPURAM,2015,Rabi,Cotton(lint),1.0,300.0,300.0
Tamil Nadu,KANCHIPURAM,2015,Kharif,Cotton(lint),2.0,400.0,200.0
Tamil Nadu,KANCHIPURAM,2015,Kharif,Groundnut,3479.0,854100.0,245.5015809140557
Tamil Nadu,KANCHIPURAM,2015,Rabi,Groundnut,7575.0,2560400.0,338.006600660066
Tamil Nadu,KANCHIPURAM,2015,Rabi,Maize,3.0,2100.0,700.0
Tamil Nadu,KANCHIPURAM,2015,Kharif,Ragi,102.0,30400.0,298.03921568627453
Tamil Nadu,KANCHIPURAM,2015,Rabi,Ragi,124.0,44900.0,362.0967741935484
Tamil Nadu,KANCHIPURAM,2015,Kharif,Rice,97738.0,41530200.0,424.9135443737338
Tamil Nadu,KANCHIPURAM,2015,Whole Year,Sugarcane,1889.0,19078900.0,10100.0
Tamil Nadu,KANCHIPURAM,2016,Rabi,Bajra,33.0,1700.0,51.51515151515152
Tamil Nadu,KANCHIPURAM,2016,Kharif,Bajra,64.0,18900.0,295.3125
Tamil Nadu,KANCHIPURAM,2016,Whole Year,Banana,285.0,947400.0,3324.2105263157896
Tamil Nadu,KANCHIPURAM,2016,Kharif,Cotton(lint),2.0,200.0,100.0
Tamil Nadu,KANCHIPURAM,2016,Kharif,Groundnut,2798.0,617900.0,220.8363116511794
Tamil Nadu,KANCHIPURAM,2016,Rabi,Groundnut,6836.0,2595400.0,379.6664716208309
Tamil Nadu,KANCHIPURAM,2016,Rabi,Maize,1.0,100.0,100.0
Tamil Nadu,KANCHIPURAM,2016,Kharif,Maize,16.0,7300.0,456.25
Tamil Nadu,KANCHIPURAM,2016,Kharif,Ragi,198.0,32600.0,164.64646464646464
Tamil Nadu,KANCHIPURAM,2016,Rabi,Ragi,132.0,41200.0,312.1212121212121
Tamil Nadu,KANCHIPURAM,2016,Kharif,Rice,72617.0,28804400.0,396.6619386645001
Tamil Nadu,KANCHIPURAM,2016,Whole Year,Sugarcane,2050.0,17833800.0,8699.414634146342
Tamil Nadu,KANCHIPURAM,2017,Kharif,Bajra,19.0,4500.0,236.84210526315783
Tamil Nadu,KANCHIPURAM,2017,Rabi,Bajra,24.0,5000.0,208.3333333333333
Tamil Nadu,KANCHIPURAM,2017,Whole Year,Banana,231.0,896000.0,3878.787878787879
Tamil Nadu,KANCHIPURAM,2017,Kharif,Groundnut,2046.0,532800.0,260.4105571847507
Tamil Nadu,KANCHIPURAM,2017,Rabi,Groundnut,8342.0,3391000.0,406.49724286741787
Tamil Nadu,KANCHIPURAM,2017,Kharif,Ragi,75.0,25700.0,342.66666666666663
Tamil Nadu,KANCHIPURAM,2017,Rabi,Ragi,97.0,43300.0,446.3917525773196
Tamil Nadu,KANCHIPURAM,2017,Summer,Rice,22227.0,10671200.0,480.10077833265854
Tamil Nadu,KANCHIPURAM,2017,Autumn,Rice,27105.0,10717300.0,395.3993728094448
Tamil Nadu,KANCHIPURAM,2017,Winter,Rice,41282.0,18069100.0,437.6992393779372
Tamil Nadu,KANCHIPURAM,2017,Whole Year,Sugarcane,1661.0,16610000.0,10000.0
Tamil Nadu,KANCHIPURAM,2018,Rabi,Bajra,5.0,1100.0,220.0
Tamil Nadu,KANCHIPURAM,2018,Kharif,Bajra,4.0,1200.0,300.0
Tamil Nadu,KANCHIPURAM,2018,Whole Year,Banana,285.0,1133400.0,3976.8421052631584
Tamil Nadu,KANCHIPURAM,2018,Kharif,Groundnut,2291.0,783600.0,342.0340462680053
Tamil Nadu,KANCHIPURAM,2018,Rabi,Groundnut,11685.0,5152300.0,440.9328198545143
Tamil Nadu,KANCHIPURAM,2018,Rabi,Maize,1.0,1200.0,1200.0
Tamil Nadu,KANCHIPURAM,2018,Kharif,Maize,2.0,1700.0,850.0
Tamil Nadu,KANCHIPURAM,2018,Kharif,Ragi,46.0,14600.0,317.3913043478261
Tamil Nadu,KANCHIPURAM,2018,Rabi,Ragi,168.0,59300.0,352.9761904761904
Tamil Nadu,KANCHIPURAM,2018,Summer,Rice,15696.0,6734400.0,429.05198776758414
Tamil Nadu,KANCHIPURAM,2018,Autumn,Rice,16860.0,9324100.0,553.0308422301305
Tamil Nadu,KANCHIPURAM,2018,Winter,Rice,37819.0,16757200.0,443.08945239165496
Tamil Nadu,KANCHIPURAM,2018,Whole Year,Sugarcane,1876.0,19268800.0,10271.215351812369
Tamil Nadu,KANCHIPURAM,2019,Kharif,Bajra,1.0,300.0,300.0
Tamil Nadu,KANCHIPURAM,2019,Rabi,Bajra,1.0,300.0,300.0
Tamil Nadu,KANCHIPURAM,2019,Whole Year,Banana,354.0,1528600.0,4318.079096045198
Tamil Nadu,KANCHIPURAM,2019,Kharif,Groundnut,1518.0,529000.0,348.4848484848485
Tamil Nadu,KANCHIPURAM,2019,Rabi,Groundnut,8674.0,4487300.0,517.327645838137
Tamil Nadu,KANCHIPURAM,2019,Kharif,Maize,1.0,800.0,800.0
Tamil Nadu,KANCHIPURAM,2019,Rabi,Maize,3.0,2200.0,733.3333333333333
Tamil Nadu,KANCHIPURAM,2019,Kharif,Ragi,41.0,12500.0,304.8780487804878
Tamil Nadu,KANCHIPURAM,2019,Rabi,Ragi,90.0,36400.0,404.44444444444446
Tamil Nadu,KANCHIPURAM,2019,Autumn,Rice,9561.0,4873500.0,509.7270160025101
Tamil Nadu,KANCHIPURAM,2019,Winter,Rice,31130.0,15337600.0,492.6951493735946
Tamil Nadu,KANCHIPURAM,2019,Summer,Rice,46638.0,23122500.0,495.78669754277627
Tamil Nadu,KANCHIPURAM,2019,Whole Year,Sugarcane,1532.0,14609400.0,9536.161879895562
Tamil Nadu,KANNIYAKUMARI,1997,Kharif,Banana,5282.0,120433.0,22.80064369556986
Tamil Nadu,KANNIYAKUMARI,1997,Whole Year,Banana,4597.0,124600.0,27.10463345660213
Tamil Nadu,KANNIYAKUMARI,1997,Whole Year,Groundnut,139.0,170.0,1.223021582733813
Tamil Nadu,KANNIYAKUMARI,1997,Whole Year,Rice,31244.0,118640.0,3.797209064140315
Tamil Nadu,KANNIYAKUMARI,1998,Whole Year,Banana,4616.0,125117.0,27.10506932409012
Tamil Nadu,KANNIYAKUMARI,1998,Kharif,Groundnut,63.0,87.0,1.380952380952381
Tamil Nadu,KANNIYAKUMARI,1998,Kharif,Rice,32907.0,115066.0,3.4967028291852795
Tamil Nadu,KANNIYAKUMARI,1999,Whole Year,Banana,5282.0,120433.0,22.80064369556986
Tamil Nadu,KANNIYAKUMARI,1999,Kharif,Cotton(lint),1.0,2.0,2.0
Tamil Nadu,KANNIYAKUMARI,1999,Kharif,Groundnut,84.0,87.0,1.0357142857142858
Tamil Nadu,KANNIYAKUMARI,1999,Kharif,Rice,31472.0,143642.0,4.564120488052873
Tamil Nadu,KANNIYAKUMARI,2000,Whole Year,Banana,4520.0,103059.0,22.80066371681416
Tamil Nadu,KANNIYAKUMARI,2000,Kharif,Cotton(lint),4.0,8.0,2.0
Tamil Nadu,KANNIYAKUMARI,2000,Kharif,Groundnut,47.0,62.0,1.319148936170213
Tamil Nadu,KANNIYAKUMARI,2000,Kharif,Rice,28596.0,129425.0,4.525982654916771
Tamil Nadu,KANNIYAKUMARI,2001,Kharif,Cotton(lint),4.0,1.0,0.25
Tamil Nadu,KANNIYAKUMARI,2001,Kharif,Groundnut,56.0,90.0,1.6071428571428572
Tamil Nadu,KANNIYAKUMARI,2001,Kharif,Rice,28229.0,121390.0,4.300187750185979
Tamil Nadu,KANNIYAKUMARI,2002,Whole Year,Banana,4974.0,126152.0,25.36228387615601
Tamil Nadu,KANNIYAKUMARI,2002,Kharif,Groundnut,42.0,44.0,1.0476190476190477
Tamil Nadu,KANNIYAKUMARI,2002,Kharif,Rice,26052.0,98469.0,3.7797098111469367
Tamil Nadu,KANNIYAKUMARI,2003,Whole Year,Banana,5633.0,134686.0,23.91017219953844
Tamil Nadu,KANNIYAKUMARI,2003,Kharif,Groundnut,87.0,106.0,1.2183908045977012
Tamil Nadu,KANNIYAKUMARI,2003,Kharif,Rice,17320.0,52897.0,3.0540993071593534
Tamil Nadu,KANNIYAKUMARI,2004,Whole Year,Banana,5440.0,177531.0,32.634375
Tamil Nadu,KANNIYAKUMARI,2004,Kharif,Groundnut,42.0,51.0,1.2142857142857142
Tamil Nadu,KANNIYAKUMARI,2004,Kharif,Rice,22016.0,86486.0,3.928324854651162
Tamil Nadu,KANNIYAKUMARI,2005,Whole Year,Banana,5546.0,261682.0,47.183916336098086
Tamil Nadu,KANNIYAKUMARI,2005,Kharif,Groundnut,22.0,30.0,1.3636363636363635
Tamil Nadu,KANNIYAKUMARI,2005,Kharif,Rice,21709.0,82523.0,3.801326638721268
Tamil Nadu,KANNIYAKUMARI,2006,Whole Year,Banana,6004.0,274669.0,45.74766822118588
Tamil Nadu,KANNIYAKUMARI,2006,Whole Year,Cotton(lint),12.0,23.0,1.9166666666666667
Tamil Nadu,KANNIYAKUMARI,2006,Whole Year,Groundnut,12.0,19.0,1.5833333333333333
Tamil Nadu,KANNIYAKUMARI,2006,Kharif,Rice,21406.0,94130.0,4.397365224703354
Tamil Nadu,KANNIYAKUMARI,2007,Whole Year,Banana,5481.0,171633.0,31.314176245210728
Tamil Nadu,KANNIYAKUMARI,2007,Whole Year,Cotton(lint),10.0,17.0,1.7
Tamil Nadu,KANNIYAKUMARI,2007,Whole Year,Groundnut,39.0,64.0,1.641025641025641
Tamil Nadu,KANNIYAKUMARI,2007,Kharif,Rice,20349.0,90210.0,4.433141677723721
Tamil Nadu,KANNIYAKUMARI,2008,Whole Year,Banana,6149.0,273338.0,44.45243128964059
Tamil Nadu,KANNIYAKUMARI,2008,Whole Year,Groundnut,20.0,30.0,1.5
Tamil Nadu,KANNIYAKUMARI,2008,Kharif,Rice,18187.0,83657.0,4.599824050145709
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Banana,6817.0,219970.0,32.26785976235881
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Cotton(lint),10.0,20.0,2.0
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Groundnut,20.0,29.0,1.45
Tamil Nadu,KANNIYAKUMARI,2009,Kharif,Rice,17307.0,76237.0,4.404980643670191
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year,Sugarcane,6.0,609.0,101.5
Tamil Nadu,KANNIYAKUMARI,2010,Kharif,Groundnut,5.0,9.0,1.8
Tamil Nadu,KANNIYAKUMARI,2010,Kharif,Rice,16989.0,80387.0,4.73170875272235
Tamil Nadu,KANNIYAKUMARI,2010,Whole Year,Sugarcane,6.0,650.0,108.33333333333331
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Banana,5982.0,163039.0,27.25493146104981
Tamil Nadu,KANNIYAKUMARI,2011,Kharif,Groundnut,15.0,33.0,2.2
Tamil Nadu,KANNIYAKUMARI,2011,Kharif,Rice,16617.0,90110.0,5.422759824276343
Tamil Nadu,KANNIYAKUMARI,2011,Whole Year,Sugarcane,7.0,788.0,112.57142857142856
Tamil Nadu,KANNIYAKUMARI,2012,Kharif,Groundnut,31.0,59.0,1.903225806451613
Tamil Nadu,KANNIYAKUMARI,2012,Kharif,Rice,12412.0,57882.0,4.663390267483081
Tamil Nadu,KANNIYAKUMARI,2012,Whole Year,Sugarcane,1.0,98.0,98.0
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Banana,6542.0,198178.0,30.293182512992967
Tamil Nadu,KANNIYAKUMARI,2013,Kharif,Groundnut,15.0,33.0,2.2
Tamil Nadu,KANNIYAKUMARI,2013,Rabi,Groundnut,13.0,47.0,3.615384615384616
Tamil Nadu,KANNIYAKUMARI,2013,Kharif,Rice,13619.0,66703.0,4.897789852412071
Tamil Nadu,KANNIYAKUMARI,2013,Whole Year,Sugarcane,2.0,207.0,103.5
Tamil Nadu,KANNIYAKUMARI,2014,Whole Year,Banana,6383.0,15692000.0,2458.405138649537
Tamil Nadu,KANNIYAKUMARI,2014,Rabi,Groundnut,4.0,1500.0,375.0
Tamil Nadu,KANNIYAKUMARI,2014,Kharif,Groundnut,10.0,2400.0,240.0
Tamil Nadu,KANNIYAKUMARI,2014,Rabi,Maize,10.0,7500.0,750.0
Tamil Nadu,KANNIYAKUMARI,2014,Kharif,Maize,12.0,10500.0,875.0
Tamil Nadu,KANNIYAKUMARI,2014,Kharif,Rice,13176.0,6694300.0,508.0676988463874
Tamil Nadu,KANNIYAKUMARI,2015,Whole Year,Banana,6636.0,11994600.0,1807.50452079566
Tamil Nadu,KANNIYAKUMARI,2015,Rabi,Groundnut,5.0,1600.0,320.0
Tamil Nadu,KANNIYAKUMARI,2015,Kharif,Groundnut,9.0,2000.0,222.22222222222223
Tamil Nadu,KANNIYAKUMARI,2015,Kharif,Maize,22.0,16200.0,736.3636363636363
Tamil Nadu,KANNIYAKUMARI,2015,Rabi,Maize,31.0,21200.0,683.8709677419355
Tamil Nadu,KANNIYAKUMARI,2015,Kharif,Rice,12957.0,5578900.0,430.5703480744
Tamil Nadu,KANNIYAKUMARI,2016,Whole Year,Banana,6306.0,13264800.0,2103.520456707897
Tamil Nadu,KANNIYAKUMARI,2016,Rabi,Groundnut,8.0,2500.0,312.5
Tamil Nadu,KANNIYAKUMARI,2016,Kharif,Groundnut,22.0,3300.0,150.0
Tamil Nadu,KANNIYAKUMARI,2016,Rabi,Maize,24.0,3000.0,125.0
Tamil Nadu,KANNIYAKUMARI,2016,Kharif,Maize,23.0,10500.0,456.5217391304348
Tamil Nadu,KANNIYAKUMARI,2016,Kharif,Rice,12156.0,4867000.0,400.3784139519578
Tamil Nadu,KANNIYAKUMARI,2017,Whole Year,Banana,5651.0,2722700.0,481.8085294638117
Tamil Nadu,KANNIYAKUMARI,2017,Kharif,Groundnut,4.0,1000.0,250.0
Tamil Nadu,KANNIYAKUMARI,2017,Rabi,Groundnut,6.0,2400.0,400.0
Tamil Nadu,KANNIYAKUMARI,2017,Kharif,Maize,1.0,900.0,900.0
Tamil Nadu,KANNIYAKUMARI,2017,Rabi,Maize,4.0,2700.0,675.0
Tamil Nadu,KANNIYAKUMARI,2017,Summer,Rice,114.0,50900.0,446.4912280701754
Tamil Nadu,KANNIYAKUMARI,2017,Autumn,Rice,3204.0,1136800.0,354.80649188514354
Tamil Nadu,KANNIYAKUMARI,2017,Winter,Rice,6310.0,2115700.0,335.29318541996827
Tamil Nadu,KANNIYAKUMARI,2018,Whole Year,Banana,4218.0,14945900.0,3543.3617828354672
Tamil Nadu,KANNIYAKUMARI,2018,Rabi,Groundnut,1.0,300.0,300.0
Tamil Nadu,KANNIYAKUMARI,2018,Kharif,Groundnut,28.0,6100.0,217.85714285714283
Tamil Nadu,KANNIYAKUMARI,2018,Rabi,Maize,3.0,2100.0,700.0
Tamil Nadu,KANNIYAKUMARI,2018,Kharif,Maize,3.0,2500.0,833.3333333333335
Tamil Nadu,KANNIYAKUMARI,2018,Summer,Rice,77.0,32200.0,418.1818181818181
Tamil Nadu,KANNIYAKUMARI,2018,Autumn,Rice,5925.0,2170700.0,366.3628691983122
Tamil Nadu,KANNIYAKUMARI,2018,Winter,Rice,5953.0,2554000.0,429.02738115236014
Tamil Nadu,KANNIYAKUMARI,2019,Whole Year,Banana,4644.0,11065800.0,2382.8165374677
Tamil Nadu,KANNIYAKUMARI,2019,Kharif,Groundnut,4.0,1000.0,250.0
Tamil Nadu,KANNIYAKUMARI,2019,Kharif,Maize,6.0,4900.0,816.6666666666665
Tamil Nadu,KANNIYAKUMARI,2019,Summer,Rice,49.0,21200.0,432.6530612244898
Tamil Nadu,KANNIYAKUMARI,2019,Autumn,Rice,5044.0,1958000.0,388.1839809674861
Tamil Nadu,KANNIYAKUMARI,2019,Winter,Rice,5877.0,2401200.0,408.5758039816233
Tamil Nadu,KARUR,1997,Whole Year,Bajra,18003.0,5480.0,0.3043937121590846
Tamil Nadu,KARUR,1997,Kharif,Banana,5092.0,181514.0,35.64689709347997
Tamil Nadu,KARUR,1997,Whole Year,Banana,5566.0,352780.0,63.38124326266619
Tamil Nadu,KARUR,1997,Whole Year,Cotton(lint),900.0,1660.0,1.8444444444444448
Tamil Nadu,KARUR,1997,Whole Year,Groundnut,8915.0,21860.0,2.4520471116096467
Tamil Nadu,KARUR,1997,Whole Year,Ragi,28.0,80.0,2.857142857142857
Tamil Nadu,KARUR,1997,Whole Year,Rice,16448.0,48590.0,2.954158560311284
Tamil Nadu,KARUR,1997,Whole Year,Sugarcane,5961.0,7081000.0,1187.8879382653918
Tamil Nadu,KARUR,1998,Kharif,Bajra,16562.0,10023.0,0.6051805337519623
Tamil Nadu,KARUR,1998,Whole Year,Banana,2828.0,179242.0,63.381188118811885
Tamil Nadu,KARUR,1998,Kharif,Cotton(lint),1226.0,2706.0,2.207177814029364
Tamil Nadu,KARUR,1998,Kharif,Groundnut,14248.0,25515.0,1.7907776530039303
Tamil Nadu,KARUR,1998,Kharif,Maize,8.0,10.0,1.25
Tamil Nadu,KARUR,1998,Kharif,Ragi,89.0,256.0,2.8764044943820224
Tamil Nadu,KARUR,1998,Kharif,Rice,16961.0,58225.0,3.432875420081363
Tamil Nadu,KARUR,1998,Whole Year,Sugarcane,10193.0,1251010.0,122.73226724222506
Tamil Nadu,KARUR,1999,Kharif,Bajra,13219.0,9778.0,0.7396928663287692
Tamil Nadu,KARUR,1999,Whole Year,Banana,5092.0,181514.0,35.64689709347997
Tamil Nadu,KARUR,1999,Kharif,Cotton(lint),1281.0,2351.0,1.8352849336455888
Tamil Nadu,KARUR,1999,Kharif,Groundnut,12685.0,20726.0,1.6338983050847458
Tamil Nadu,KARUR,1999,Kharif,Ragi,48.0,107.0,2.2291666666666665
Tamil Nadu,KARUR,1999,Kharif,Rice,17279.0,56473.0,3.268302563805776
Tamil Nadu,KARUR,1999,Whole Year,Sugarcane,11551.0,1293358.0,111.96935330274437
Tamil Nadu,KARUR,2000,Kharif,Bajra,14198.0,7394.0,0.5207775743062403
Tamil Nadu,KARUR,2000,Whole Year,Banana,2733.0,97423.0,35.64690815953165
Tamil Nadu,KARUR,2000,Kharif,Cotton(lint),1246.0,2603.0,2.08908507223114
Tamil Nadu,KARUR,2000,Kharif,Groundnut,11227.0,18549.0,1.6521777856951991
Tamil Nadu,KARUR,2000,Kharif,Maize,101.0,163.0,1.613861386138614
Tamil Nadu,KARUR,2000,Kharif,Rice,15277.0,51797.0,3.3905216992865093
Tamil Nadu,KARUR,2000,Whole Year,Sugarcane,8418.0,942558.0,111.96935138987884
Tamil Nadu,KARUR,2001,Kharif,Bajra,7280.0,3060.0,0.4203296703296703
Tamil Nadu,KARUR,2001,Kharif,Cotton(lint),490.0,850.0,1.7346938775510203
Tamil Nadu,KARUR,2001,Kharif,Groundnut,6040.0,12680.0,2.0993377483443707
Tamil Nadu,KARUR,2001,Kharif,Ragi,14.0,40.0,2.857142857142857
Tamil Nadu,KARUR,2001,Kharif,Rice,15539.0,56120.0,3.6115580153163007
Tamil Nadu,KARUR,2001,Whole Year,Sugarcane,9629.0,805700.0,83.67431716689168
Tamil Nadu,KARUR,2002,Kharif,Bajra,6228.0,1550.0,0.2488760436737315
Tamil Nadu,KARUR,2002,Whole Year,Banana,5151.0,104486.0,20.284604931081343
Tamil Nadu,KARUR,2002,Kharif,Cotton(lint),145.0,245.0,1.6896551724137931
Tamil Nadu,KARUR,2002,Kharif,Groundnut,3276.0,5175.0,1.5796703296703296
Tamil Nadu,KARUR,2002,Kharif,Maize,5.0,15.0,3.0
Tamil Nadu,KARUR,2002,Kharif,Ragi,11.0,22.0,2.0
Tamil Nadu,KARUR,2002,Kharif,Rice,12837.0,37510.0,2.9220222793487576
Tamil Nadu,KARUR,2002,Whole Year,Sugarcane,6682.0,488160.0,73.055971266088
Tamil Nadu,KARUR,2003,Kharif,Bajra,5264.0,1563.0,0.2969224924012158
Tamil Nadu,KARUR,2003,Whole Year,Banana,3580.0,75805.0,21.174581005586592
Tamil Nadu,KARUR,2003,Kharif,Cotton(lint),309.0,462.0,1.4951456310679612
Tamil Nadu,KARUR,2003,Kharif,Groundnut,3419.0,5001.0,1.4627083942673296
Tamil Nadu,KARUR,2003,Kharif,Maize,31.0,76.0,2.4516129032258065
Tamil Nadu,KARUR,2003,Kharif,Ragi,17.0,40.0,2.3529411764705883
Tamil Nadu,KARUR,2003,Kharif,Rice,9321.0,24070.0,2.582340950541788
Tamil Nadu,KARUR,2003,Whole Year,Sugarcane,2341.0,150035.0,64.09013242204186
Tamil Nadu,KARUR,2004,Kharif,Bajra,5192.0,1463.0,0.2817796610169492
Tamil Nadu,KARUR,2004,Whole Year,Banana,3394.0,112532.0,33.15615792575132
Tamil Nadu,KARUR,2004,Kharif,Cotton(lint),445.0,760.0,1.7078651685393258
Tamil Nadu,KARUR,2004,Kharif,Groundnut,7114.0,14341.0,2.0158841720551024
Tamil Nadu,KARUR,2004,Kharif,Maize,176.0,431.0,2.448863636363636
Tamil Nadu,KARUR,2004,Kharif,Ragi,16.0,37.0,2.3125
Tamil Nadu,KARUR,2004,Kharif,Rice,18233.0,54278.0,2.976909998354632
Tamil Nadu,KARUR,2004,Whole Year,Sugarcane,2842.0,257026.0,90.4384236453202
Tamil Nadu,KARUR,2005,Kharif,Bajra,5728.0,1461.0,0.2550628491620111
Tamil Nadu,KARUR,2005,Whole Year,Banana,3947.0,179675.0,45.52191537876868
Tamil Nadu,KARUR,2005,Kharif,Cotton(lint),300.0,546.0,1.82
Tamil Nadu,KARUR,2005,Kharif,Groundnut,8887.0,18726.0,2.1071227635872622
Tamil Nadu,KARUR,2005,Kharif,Ragi,12.0,23.0,1.9166666666666667
Tamil Nadu,KARUR,2005,Kharif,Rice,18398.0,48225.0,2.621208827046418
Tamil Nadu,KARUR,2005,Whole Year,Sugarcane,7189.0,635946.0,88.46098205591876
Tamil Nadu,KARUR,2006,Whole Year,Bajra,4365.0,1826.0,0.4183276059564719
Tamil Nadu,KARUR,2006,Whole Year,Banana,5005.0,222082.0,44.37202797202797
Tamil Nadu,KARUR,2006,Whole Year,Cotton(lint),149.0,375.0,2.5167785234899327
Tamil Nadu,KARUR,2006,Whole Year,Groundnut,3832.0,8652.0,2.257828810020877
Tamil Nadu,KARUR,2006,Whole Year,Maize,172.0,573.0,3.331395348837209
Tamil Nadu,KARUR,2006,Whole Year,Ragi,3.0,9.0,3.0
Tamil Nadu,KARUR,2006,Kharif,Rice,13745.0,48272.0,3.5119679883594035
Tamil Nadu,KARUR,2006,Whole Year,Sugarcane,7731.0,784611.0,101.48894062863796
Tamil Nadu,KARUR,2007,Whole Year,Bajra,2318.0,648.0,0.2795513373597929
Tamil Nadu,KARUR,2007,Whole Year,Banana,5028.0,181370.0,36.07199681782021
Tamil Nadu,KARUR,2007,Whole Year,Cotton(lint),114.0,302.0,2.649122807017544
Tamil Nadu,KARUR,2007,Whole Year,Groundnut,6212.0,14161.0,2.2796200901481005
Tamil Nadu,KARUR,2007,Whole Year,Maize,801.0,2126.0,2.6541822721598
Tamil Nadu,KARUR,2007,Whole Year,Ragi,1.0,3.0,3.0
Tamil Nadu,KARUR,2007,Kharif,Rice,12433.0,40279.0,3.2396847100458457
Tamil Nadu,KARUR,2007,Whole Year,Sugarcane,6042.0,546674.0,90.47898047004304
Tamil Nadu,KARUR,2008,Whole Year,Bajra,2966.0,1360.0,0.4585300067430883
Tamil Nadu,KARUR,2008,Whole Year,Banana,5304.0,235245.0,44.352375565610856
Tamil Nadu,KARUR,2008,Whole Year,Cotton(lint),68.0,187.0,2.75
Tamil Nadu,KARUR,2008,Whole Year,Groundnut,7497.0,18233.0,2.4320394824596505
Tamil Nadu,KARUR,2008,Whole Year,Maize,646.0,3751.0,5.806501547987616
Tamil Nadu,KARUR,2008,Whole Year,Ragi,3.0,9.0,3.0
Tamil Nadu,KARUR,2008,Kharif,Rice,15628.0,60158.0,3.8493729203992832
Tamil Nadu,KARUR,2008,Whole Year,Sugarcane,5821.0,579527.0,99.55797972856898
Tamil Nadu,KARUR,2009,Whole Year,Bajra,2403.0,1822.0,0.7582188930503537
Tamil Nadu,KARUR,2009,Whole Year,Banana,5277.0,234650.0,44.46655296570021
Tamil Nadu,KARUR,2009,Whole Year,Cotton(lint),74.0,193.0,2.608108108108108
Tamil Nadu,KARUR,2009,Whole Year,Groundnut,7143.0,17362.0,2.4306313873722525
Tamil Nadu,KARUR,2009,Whole Year,Maize,407.0,2570.0,6.314496314496314
Tamil Nadu,KARUR,2009,Whole Year,Ragi,10.0,27.0,2.7
Tamil Nadu,KARUR,2009,Kharif,Rice,15013.0,64087.0,4.268767068540599
Tamil Nadu,KARUR,2009,Whole Year,Sugarcane,5982.0,537205.0,89.80357739886325
Tamil Nadu,KARUR,2010,Kharif,Cotton(lint),82.0,155.0,1.8902439024390243
Tamil Nadu,KARUR,2010,Kharif,Groundnut,6359.0,11817.0,1.858311055197358
Tamil Nadu,KARUR,2010,Kharif,Maize,789.0,3044.0,3.858048162230672
Tamil Nadu,KARUR,2010,Kharif,Ragi,7.0,15.0,2.142857142857143
Tamil Nadu,KARUR,2010,Kharif,Rice,14808.0,56991.0,3.8486628849270654
Tamil Nadu,KARUR,2010,Whole Year,Sugarcane,5837.0,641085.0,109.83124892924448
Tamil Nadu,KARUR,2011,Rabi,Bajra,418.0,1222.0,2.923444976076555
