Rank,Model,Training_R2,Testing_R2,R2_Percentage,MAE,RMSE,Overfitting_Gap
1,XGBoost,0.9960416125290528,0.9698347691991172,96.98347691991171,1.4503782617332337,3.8248325954928384,0.026206843329935614
2,Random Forest,0.9837639485506966,0.965685548955725,96.5685548955725,1.1938525734684489,4.079412603041767,0.018078399594971595
3,Decision Tree,0.9760228094389544,0.9527171747127712,95.27171747127711,1.4561564082685776,4.788624851183378,0.02330563472618319
