District,Records,Start Date,End Date,Average Temperature,Minimum Temperature,Maximum Temperature,Average Rainfall,Maximum Rainfall,Average Humidity,Average WindSpeed
Dindigul,7670,2005-01-01,2025-12-31,27.25,19.24,35.47,2.38,111.92,68.78,2.39
