District,Records,Start Date,End Date,Average Temperature,Minimum Temperature,Maximum Temperature,Average Rainfall,Maximum Rainfall,Average Humidity,Average WindSpeed
Dharmapuri,7670,2005-01-01,2025-12-31,25.87,17.6,35.56,2.51,154.37,68.81,2.16
