District,Records,Start Date,End Date,Average Temperature,Minimum Temperature,Maximum Temperature,Average Rainfall,Maximum Rainfall,Average Humidity,Average WindSpeed
Krishnagiri,7670,2005-01-01,2025-12-31,24.84,16.5,34.92,2.63,266.32,69.77,2.61
